StartTime: 2018-11-20 19:51:14.862
Time(s)	hx	hy	hz 
96.821	7	268	-151 
96.852	3	269	-145 
96.868	0	271	-143 
96.884	-11	269	-147 
96.899	-26	264	-154 
96.931	-46	256	-163 
96.946	-64	248	-173 
96.993	-87	235	-186 
97.024	-106	218	-199 
97.024	-122	200	-210 
97.040	-133	187	-220 
97.056	-141	167	-234 
97.087	-145	149	-249 
97.103	-145	133	-261 
97.118	-144	117	-272 
97.144	-145	100	-280 
97.175	-145	86	-289 
97.175	-145	73	-295 
97.190	-144	59	-300 
97.206	-142	51	-302 
97.222	-143	41	-302 
97.237	-145	33	-302 
97.269	-149	20	-304 
97.284	-152	12	-300 
97.300	-156	2	-299 
97.331	-159	-9	-295 
97.347	-161	-18	-292 
97.362	-163	-27	-291 
97.378	-164	-37	-289 
97.409	-165	-43	-289 
97.440	-168	-47	-290 
97.456	-172	-52	-287 
97.472	-177	-53	-284 
97.487	-181	-50	-283 
97.519	-184	-45	-283 
97.534	-190	-34	-281 
97.550	-194	-18	-277 
97.581	-198	-2	-274 
97.644	-198	15	-273 
97.659	-195	39	-273 
97.659	-190	68	-273 
97.659	-185	93	-270 
97.675	-176	117	-268 
97.690	-163	137	-264 
97.706	-144	154	-266 
97.737	-121	167	-271 
97.753	-101	175	-277 
97.784	-77	179	-281 
97.815	-51	182	-290 
97.815	-29	175	-297 
97.831	-6	168	-298 
97.847	12	167	-296 
97.862	29	167	-293 
97.878	42	165	-295 
97.909	49	160	-295 
97.925	57	155	-298 
97.940	59	153	-302 
97.956	60	150	-307 
97.987	64	147	-311 
98.003	68	139	-316 
98.019	72	134	-318 
98.034	73	131	-317 
98.065	74	125	-314 
98.081	74	122	-317 
98.116	71	119	-318 
98.124	68	115	-322 
98.140	67	111	-323 
98.155	65	110	-324 
98.187	65	108	-325 
98.202	66	105	-325 
98.218	69	103	-325 
98.233	73	102	-325 
98.265	77	99	-325 
98.280	83	93	-326 
98.296	86	88	-325 
98.327	94	82	-326 
98.343	96	80	-327 
98.359	96	69	-328 
98.390	96	60	-330 
98.413	92	50	-336 
98.427	89	40	-344 
98.447	80	26	-351 
98.463	74	11	-354 
98.478	65	-5	-349 
98.494	58	-21	-345 
98.525	49	-36	-344 
98.541	40	-48	-342 
98.556	26	-61	-342 
98.603	11	-71	-343 
98.619	-7	-78	-343 
98.635	-26	-83	-342 
98.650	-46	-82	-342 
98.666	-64	-77	-342 
98.681	-81	-72	-342 
98.713	-99	-66	-341 
98.728	-122	-54	-334 
98.744	-142	-41	-328 
98.760	-155	-30	-318 
98.775	-167	-19	-307 
98.806	-180	-4	-294 
98.838	-189	10	-286 
98.853	-199	26	-275 
98.869	-208	40	-263 
98.885	-210	55	-255 
98.900	-212	67	-248 
98.931	-211	78	-242 
98.947	-203	91	-240 
98.963	-198	104	-240 
98.978	-190	115	-238 
99.025	-179	122	-238 
99.041	-167	126	-237 
99.056	-156	131	-239 
99.072	-144	135	-241 
99.088	-134	141	-246 
99.103	-121	144	-254 
99.134	-114	146	-259 
99.165	-105	143	-268 
99.165	-98	143	-273 
99.196	-90	141	-279 
99.259	-86	145	-285 
99.274	-79	147	-290 
99.274	-69	152	-294 
99.274	-59	159	-296 
99.290	-53	162	-298 
99.306	-45	160	-305 
99.321	-42	159	-313 
99.337	-35	156	-316 
99.353	-25	158	-316 
99.399	-21	156	-320 
99.415	-15	149	-327 
99.431	-9	140	-333 
99.446	-4	135	-337 
99.462	4	130	-338 
99.493	11	124	-339 
99.509	22	119	-336 
99.524	34	112	-336 
99.540	46	97	-326 
99.556	58	78	-318 
99.603	66	54	-313 
99.634	68	33	-310 
99.634	67	15	-310 
99.649	61	0	-313 
99.665	53	-18	-316 
99.696	43	-37	-315 
99.712	34	-53	-311 
99.728	24	-66	-308 
99.743	13	-78	-306 
99.759	-5	-85	-300 
99.790	-25	-91	-295 
99.868	-51	-90	-292 
99.884	-73	-82	-290 
99.884	-93	-74	-290 
99.884	-108	-63	-289 
99.884	-124	-54	-289 
99.899	-137	-45	-289 
99.915	-150	-32	-284 
99.931	-163	-19	-277 
99.962	-173	-3	-270 
99.977	-180	10	-264 
100.009	-186	25	-258 
100.040	-187	40	-252 
100.056	-189	59	-243 
100.071	-188	73	-236 
100.087	-187	88	-233 
100.102	-184	103	-230 
100.128	-177	118	-227 
100.159	-168	129	-226 
100.175	-159	142	-227 
100.190	-146	152	-227 
100.237	-134	163	-229 
100.269	-121	173	-230 
100.269	-105	183	-228 
100.269	-90	194	-233 
100.284	-68	198	-238 
100.300	-50	199	-246 
100.331	-36	196	-256 
100.351	-20	193	-263 
100.367	-6	193	-267 
100.374	6	193	-270 
100.405	20	191	-272 
100.436	32	194	-265 
100.452	42	197	-259 
100.468	48	204	-251 
100.483	52	211	-242 
100.499	58	217	-234 
100.514	65	219	-229 
100.546	71	220	-228 
100.561	78	220	-227 
100.577	85	220	-227 
100.608	90	218	-228 
100.671	97	213	-232 
100.686	103	209	-235 
100.686	111	204	-238 
100.686	115	197	-238 
100.702	123	190	-242 
100.718	128	184	-249 
100.733	133	173	-254 
100.749	136	164	-256 
100.780	139	158	-260 
100.811	139	151	-265 
100.827	137	146	-270 
100.843	134	141	-274 
100.858	132	138	-278 
100.889	129	137	-280 
100.905	129	130	-282 
100.921	128	126	-286 
100.952	126	119	-290 
100.968	126	113	-294 
100.983	124	108	-297 
101.046	126	102	-299 
101.061	131	91	-301 
101.061	135	78	-303 
101.061	137	63	-305 
101.077	134	40	-311 
101.111	128	20	-314 
101.122	120	0	-316 
101.138	107	-18	-320 
101.154	85	-34	-323 
101.170	63	-52	-323 
101.198	39	-65	-322 
101.213	17	-78	-318 
101.260	-2	-93	-315 
101.276	-21	-104	-310 
101.292	-35	-113	-302 
101.307	-52	-121	-290 
101.323	-72	-128	-280 
101.338	-90	-133	-267 
101.370	-106	-138	-253 
101.385	-120	-141	-240 
101.401	-134	-141	-228 
101.417	-149	-135	-222 
101.432	-163	-124	-216 
101.479	-176	-111	-211 
101.495	-189	-90	-204 
101.510	-201	-67	-200 
101.526	-211	-39	-193 
101.542	-219	-18	-186 
101.557	-226	5	-177 
101.573	-229	30	-168 
101.608	-228	52	-158 
101.623	-227	70	-150 
101.639	-226	93	-137 
101.701	-222	115	-128 
101.717	-213	136	-120 
101.717	-203	154	-113 
101.733	-191	175	-110 
101.748	-176	194	-111 
101.764	-158	213	-114 
101.780	-144	224	-114 
101.795	-128	234	-118 
101.811	-113	242	-120 
101.858	-98	249	-120 
101.873	-83	255	-122 
101.889	-64	260	-126 
101.905	-50	262	-134 
101.920	-37	263	-144 
101.936	-24	262	-155 
101.952	-12	260	-169 
101.967	-1	257	-179 
101.998	9	253	-187 
102.014	21	248	-192 
102.030	33	244	-199 
102.061	46	240	-203 
102.092	58	237	-204 
102.109	69	233	-204 
102.116	78	228	-206 
102.133	87	226	-208 
102.149	98	224	-209 
102.165	110	222	-208 
102.196	120	213	-209 
102.212	127	206	-211 
102.243	134	201	-212 
102.290	141	195	-218 
102.321	147	185	-222 
102.321	154	178	-229 
102.321	158	174	-233 
102.337	159	169	-236 
102.352	162	164	-239 
102.368	168	158	-238 
102.399	175	151	-238 
102.415	181	140	-239 
102.477	186	137	-237 
102.493	189	142	-232 
102.493	193	142	-227 
102.508	199	136	-228 
102.524	201	123	-230 
102.540	202	104	-237 
102.555	201	80	-242 
102.587	199	55	-245 
102.602	197	33	-245 
102.618	196	11	-243 
102.633	196	-8	-239 
102.649	195	-28	-235 
102.712	189	-50	-233 
102.727	184	-70	-230 
102.727	178	-88	-225 
102.743	171	-107	-220 
102.758	163	-127	-216 
102.774	152	-144	-209 
102.790	137	-161	-208 
102.821	121	-176	-208 
102.868	105	-187	-204 
102.883	88	-194	-203 
102.883	73	-204	-199 
102.899	57	-211	-195 
102.915	44	-220	-188 
102.930	35	-224	-182 
102.946	32	-230	-179 
102.977	36	-236	-173 
102.993	43	-241	-166 
103.008	50	-244	-159 
103.024	55	-248	-153 
103.087	62	-246	-152 
103.102	71	-242	-153 
103.102	83	-241	-156 
103.119	94	-236	-162 
103.129	106	-228	-168 
103.145	115	-217	-178 
103.176	122	-206	-186 
103.192	129	-195	-193 
103.223	136	-182	-201 
103.239	142	-166	-210 
103.254	148	-152	-219 
103.285	151	-137	-229 
103.301	153	-124	-239 
103.317	156	-110	-245 
103.332	160	-100	-248 
103.348	165	-91	-253 
103.364	169	-82	-255 
103.379	172	-76	-259 
103.410	172	-72	-262 
103.426	174	-66	-264 
103.442	172	-64	-266 
103.457	172	-60	-271 
103.489	171	-51	-274 
103.504	172	-39	-278 
103.520	171	-27	-283 
103.551	170	-18	-288 
103.567	168	-11	-294 
103.598	167	0	-300 
103.614	165	13	-304 
103.629	166	31	-304 
103.645	167	50	-299 
103.707	170	70	-292 
103.723	172	91	-286 
103.723	172	110	-279 
103.739	172	132	-266 
103.754	173	149	-249 
103.770	173	162	-233 
103.785	172	174	-219 
103.817	170	189	-196 
103.832	168	204	-171 
103.848	164	214	-149 
103.879	160	222	-126 
103.942	155	228	-101 
103.957	154	230	-77 
103.957	153	228	-50 
103.957	150	225	-25 
103.973	150	218	-4 
103.989	151	214	11 
104.020	151	209	24 
104.035	149	201	31 
104.051	146	188	45 
104.118	146	175	65 
104.125	144	162	91 
104.125	138	147	119 
104.141	126	128	147 
104.156	113	108	171 
104.172	99	86	191 
104.187	85	67	208 
104.219	71	48	224 
104.250	62	28	234 
104.250	55	9	243 
104.281	53	-8	251 
104.359	52	-28	255 
104.375	53	-49	259 
104.375	55	-73	258 
104.375	58	-99	250 
104.375	56	-131	229 
104.406	55	-157	204 
104.422	56	-176	186 
104.437	59	-188	176 
104.453	57	-202	160 
104.469	53	-214	143 
104.531	52	-223	132 
104.547	49	-230	125 
104.547	45	-239	111 
104.562	42	-248	93 
104.578	42	-253	72 
104.594	48	-258	46 
104.609	55	-261	-1 
104.625	67	-259	-50 
104.641	84	-251	-92 
104.687	105	-236	-126 
104.703	128	-215	-153 
104.719	148	-194	-175 
104.734	164	-172	-193 
104.750	184	-148	-208 
104.766	196	-123	-216 
104.781	210	-94	-218 
104.797	225	-58	-212 
104.828	237	-28	-206 
104.859	245	-5	-204 
104.906	252	15	-199 
104.922	255	33	-187 
104.922	257	53	-177 
104.937	257	73	-172 
104.953	253	96	-162 
104.984	248	117	-153 
105.000	242	135	-144 
105.015	242	151	-133 
105.031	239	165	-120 
105.047	234	175	-110 
105.078	230	185	-104 
105.118	226	191	-98 
105.134	219	203	-84 
105.134	209	216	-66 
105.150	199	227	-47 
105.165	188	237	-31 
105.181	176	244	-14 
105.212	165	245	6 
105.228	156	242	28 
105.243	144	235	47 
105.259	133	225	69 
105.290	124	215	87 
105.353	119	199	112 
105.368	115	182	138 
105.368	110	158	162 
105.368	106	134	186 
105.384	100	108	205 
105.400	94	83	217 
105.415	92	59	228 
105.447	90	39	233 
105.462	88	22	235 
105.509	93	7	237 
105.525	97	-4	236 
105.540	102	-16	234 
105.556	107	-23	231 
105.572	112	-29	228 
105.587	118	-35	225 
105.605	123	-39	225 
105.621	127	-36	228 
105.653	134	-32	233 
105.668	141	-29	239 
105.684	148	-28	241 
105.731	155	-27	245 
105.746	160	-26	247 
105.746	164	-25	245 
105.762	168	-22	243 
105.778	170	-18	241 
105.809	173	-19	240 
105.825	176	-21	236 
105.840	180	-22	234 
105.871	186	-23	233 
105.887	192	-28	225 
105.903	197	-45	209 
105.965	198	-69	189 
105.981	197	-91	173 
105.981	197	-112	156 
105.996	195	-133	140 
106.012	189	-153	120 
106.028	185	-171	100 
106.043	179	-187	75 
106.059	174	-198	48 
106.118	172	-208	26 
106.134	172	-215	5 
106.134	174	-219	-11 
106.150	176	-222	-33 
106.165	174	-224	-54 
106.181	175	-223	-72 
106.196	179	-220	-89 
106.228	183	-214	-103 
106.243	187	-210	-113 
106.259	191	-204	-123 
106.290	196	-199	-132 
106.337	197	-195	-140 
106.353	197	-196	-136 
106.353	199	-197	-125 
106.368	206	-198	-96 
106.384	211	-195	-47 
106.415	218	-184	1 
106.431	224	-170	48 
106.446	230	-153	89 
106.462	231	-129	125 
106.478	231	-105	153 
106.493	227	-76	178 
106.556	225	-51	195 
106.587	220	-25	206 
106.587	215	-3	212 
106.587	211	25	213 
106.603	210	53	210 
106.618	208	83	196 
106.650	207	108	176 
106.665	203	138	136 
106.681	200	163	88 
106.712	202	174	20 
106.775	206	177	-35 
106.775	211	169	-83 
106.790	217	159	-118 
106.790	220	142	-146 
106.806	223	120	-173 
106.821	222	99	-199 
106.837	219	80	-221 
106.853	212	69	-239 
106.868	205	62	-255 
106.915	194	56	-268 
106.931	186	49	-280 
106.946	174	43	-290 
106.962	167	35	-299 
106.978	159	24	-306 
106.993	154	9	-312 
107.025	149	-11	-314 
107.040	149	-30	-308 
107.056	145	-50	-303 
107.071	140	-66	-296 
107.087	140	-78	-293 
107.126	139	-94	-287 
107.143	134	-111	-280 
107.159	130	-129	-270 
107.174	127	-143	-261 
107.190	123	-157	-252 
107.221	122	-166	-242 
107.237	124	-174	-230 
107.253	127	-179	-224 
107.268	130	-183	-216 
107.299	128	-187	-213 
107.331	128	-189	-205 
107.346	132	-188	-198 
107.362	138	-196	-184 
107.378	145	-202	-166 
107.409	152	-208	-145 
107.440	157	-215	-127 
107.440	161	-220	-104 
107.456	162	-227	-82 
107.471	161	-233	-61 
107.487	159	-237	-43 
107.534	152	-240	-20 
107.549	141	-241	7 
107.565	135	-240	33 
107.581	129	-239	55 
107.596	123	-236	77 
107.612	117	-229	100 
107.628	109	-222	118 
107.659	102	-220	134 
107.674	95	-215	150 
107.690	90	-210	162 
107.706	87	-202	176 
107.737	82	-194	188 
107.753	80	-180	204 
107.768	80	-165	218 
107.784	82	-144	233 
107.815	80	-121	249 
107.831	79	-97	258 
107.846	76	-75	267 
107.878	74	-52	271 
107.893	71	-35	274 
107.909	71	-21	274 
107.940	73	-6	275 
107.956	81	4	272 
107.971	96	11	268 
107.987	111	24	263 
108.018	127	38	256 
108.034	137	48	252 
108.065	145	57	248 
108.081	147	63	244 
108.096	147	63	242 
108.124	147	60	241 
108.170	146	50	241 
108.186	143	31	243 
108.186	140	-4	239 
108.202	137	-45	230 
108.217	132	-88	215 
108.249	129	-117	201 
108.264	126	-141	189 
108.280	122	-157	182 
108.296	115	-167	181 
108.311	106	-170	182 
108.327	102	-168	186 
108.389	98	-163	192 
108.405	95	-156	199 
108.405	91	-150	205 
108.420	89	-144	209 
108.436	89	-139	211 
108.452	90	-137	212 
108.483	92	-134	218 
108.499	99	-127	225 
108.577	109	-113	232 
108.592	124	-88	238 
108.592	140	-59	242 
108.592	155	-38	241 
108.608	165	-28	240 
108.624	173	-26	238 
108.639	174	-27	236 
108.655	171	-28	235 
108.686	172	-32	235 
108.702	170	-38	234 
108.717	166	-45	234 
108.733	164	-51	229 
108.811	163	-63	222 
108.827	164	-77	214 
108.827	161	-97	205 
108.827	158	-107	200 
108.842	157	-109	204 
108.858	157	-109	202 
108.874	159	-106	202 
108.889	161	-104	203 
108.905	166	-103	200 
108.921	171	-102	199 
108.952	178	-95	201 
108.967	183	-78	204 
108.983	186	-43	201 
109.014	188	-6	195 
109.030	188	39	185 
109.061	183	81	171 
109.077	171	129	140 
109.092	156	168	102 
109.117	142	205	51 
109.151	130	225	5 
109.182	118	234	-52 
109.182	110	238	-99 
109.198	104	237	-138 
109.214	100	230	-167 
109.229	96	219	-197 
109.245	92	208	-221 
109.261	88	195	-246 
109.292	85	183	-266 
109.308	83	169	-281 
109.323	83	153	-294 
109.354	82	137	-303 
109.370	80	117	-314 
109.386	78	96	-325 
109.401	80	76	-334 
109.433	82	59	-344 
109.448	84	41	-348 
109.464	87	27	-350 
109.479	89	18	-350 
109.511	93	9	-351 
109.526	101	0	-349 
109.557	104	-7	-350 
109.573	106	-13	-348 
109.589	107	-18	-345 
109.604	103	-26	-347 
109.620	102	-34	-350 
109.651	99	-41	-353 
109.667	95	-45	-350 
109.697	94	-49	-351 
109.708	92	-52	-348 
109.724	90	-54	-345 
109.755	84	-58	-343 
109.786	76	-70	-342 
109.802	68	-82	-341 
109.818	65	-91	-341 
109.833	63	-96	-339 
109.849	63	-99	-335 
109.880	67	-102	-333 
109.896	71	-103	-330 
109.911	73	-100	-330 
109.943	79	-91	-330 
109.974	85	-81	-331 
109.989	92	-68	-331 
110.005	99	-52	-330 
110.021	107	-33	-329 
110.036	115	-15	-328 
110.052	123	0	-324 
110.068	132	14	-316 
110.099	143	30	-309 
110.114	152	51	-297 
110.128	161	71	-284 
110.144	172	90	-270 
110.175	179	110	-251 
110.190	184	131	-230 
110.206	187	148	-210 
110.222	189	165	-189 
110.237	189	182	-172 
110.269	187	194	-161 
110.284	184	201	-155 
110.315	179	207	-154 
110.331	174	212	-155 
110.347	170	215	-160 
110.394	166	218	-166 
110.425	157	218	-172 
110.425	146	220	-179 
110.440	138	222	-185 
110.456	130	225	-186 
110.472	121	230	-187 
110.487	111	234	-187 
110.519	102	233	-190 
110.534	94	237	-190 
110.550	86	240	-192 
110.581	81	240	-192 
110.628	75	240	-195 
110.659	70	241	-196 
110.659	64	245	-195 
110.659	58	246	-194 
110.675	50	247	-198 
110.690	42	244	-203 
110.722	31	242	-209 
110.737	24	239	-212 
110.753	17	236	-215 
110.784	8	235	-221 
110.800	-1	232	-226 
110.815	-8	231	-229 
110.831	-17	227	-230 
110.847	-27	224	-233 
110.878	-34	224	-235 
110.894	-43	221	-236 
110.909	-54	220	-233 
110.940	-63	218	-231 
110.956	-73	215	-228 
111.034	-84	212	-224 
111.050	-92	208	-223 
111.050	-103	205	-222 
111.050	-111	202	-220 
111.050	-125	199	-214 
111.065	-134	196	-210 
111.097	-144	194	-206 
111.112	-154	191	-202 
111.123	-163	187	-194 
111.139	-168	182	-186 
111.170	-174	181	-179 
111.188	-184	180	-170 
111.198	-193	176	-161 
111.213	-197	173	-156 
111.245	-202	171	-149 
111.260	-206	168	-141 
111.276	-211	167	-133 
111.307	-216	162	-128 
111.323	-220	157	-120 
111.354	-224	152	-112 
111.369	-228	149	-105 
111.385	-231	147	-97 
111.401	-233	145	-88 
111.479	-237	142	-80 
111.494	-239	136	-70 
111.494	-240	132	-57 
111.494	-240	125	-42 
111.510	-241	119	-29 
111.526	-242	114	-16 
111.541	-243	106	-2 
111.557	-242	95	13 
111.573	-241	88	30 
111.619	-238	80	44 
111.635	-233	70	59 
111.651	-228	60	72 
111.666	-226	50	87 
111.682	-222	40	99 
111.698	-216	28	113 
111.713	-209	19	123 
111.745	-205	13	135 
111.760	-199	7	145 
111.776	-193	-1	155 
111.791	-187	-7	162 
111.823	-179	-16	170 
111.838	-171	-26	176 
111.854	-163	-37	179 
111.885	-158	-44	183 
111.901	-155	-50	187 
111.916	-151	-57	189 
111.932	-144	-63	193 
111.963	-140	-67	194 
111.979	-135	-70	195 
111.995	-133	-73	201 
112.026	-130	-75	201 
112.041	-130	-76	203 
112.057	-130	-79	204 
112.073	-128	-81	200 
112.104	-131	-81	199 
112.125	-132	-77	206 
112.144	-127	-67	215 
112.159	-122	-56	225 
112.175	-115	-47	229 
112.206	-108	-44	235 
112.222	-99	-43	242 
112.253	-92	-40	250 
112.269	-88	-40	251 
112.284	-87	-42	248 
112.300	-86	-45	246 
112.331	-84	-48	249 
112.347	-83	-51	248 
112.362	-80	-53	250 
112.393	-79	-54	249 
112.456	-77	-53	249 
112.487	-75	-55	247 
112.487	-73	-58	248 
112.487	-72	-56	249 
112.487	-71	-52	249 
112.503	-71	-47	251 
112.519	-71	-44	250 
112.550	-71	-39	251 
112.565	-69	-35	253 
112.597	-67	-30	256 
112.628	-64	-25	261 
112.628	-63	-20	268 
112.644	-55	-13	273 
112.659	-44	-8	278 
112.690	-32	-2	282 
112.706	-22	-1	288 
112.722	-5	-1	297 
112.753	14	-1	302 
112.769	35	-3	309 
112.784	56	-4	312 
112.847	74	-5	313 
112.862	89	-2	316 
112.862	100	-1	313 
112.878	110	-4	310 
112.894	118	-8	306 
112.909	129	-6	305 
112.925	141	-4	303 
112.940	155	-2	298 
112.956	165	1	297 
112.987	178	2	292 
113.003	192	10	288 
113.018	206	17	284 
113.050	219	25	274 
113.065	228	36	267 
113.081	237	50	257 
113.097	249	60	245 
113.123	257	70	231 
113.139	264	80	218 
113.155	270	91	202 
113.170	274	102	189 
113.202	283	110	177 
113.217	283	118	167 
113.248	287	126	151 
113.264	290	134	135 
113.280	293	143	118 
113.311	292	150	100 
113.327	293	154	86 
113.342	292	154	71 
113.373	293	156	56 
113.389	289	158	35 
113.405	287	162	16 
113.420	284	163	-1 
113.467	277	165	-22 
113.483	272	169	-41 
113.483	265	177	-54 
113.499	255	185	-63 
113.514	245	196	-72 
113.545	234	203	-84 
113.561	226	207	-93 
113.577	218	211	-103 
113.624	210	217	-109 
113.639	200	222	-111 
113.655	190	227	-113 
113.670	180	232	-118 
113.686	170	236	-124 
113.702	163	240	-129 
113.717	155	239	-137 
113.733	148	238	-146 
113.764	142	240	-154 
113.780	137	241	-162 
113.795	130	240	-166 
113.842	123	240	-171 
113.874	118	239	-179 
113.874	113	238	-185 
113.889	106	237	-188 
113.905	102	233	-194 
113.920	99	231	-199 
113.936	96	228	-204 
113.952	92	227	-211 
113.983	87	224	-218 
113.999	83	226	-222 
114.030	81	228	-225 
114.108	78	227	-229 
114.121	82	225	-229 
114.121	87	225	-226 
114.121	89	228	-215 
114.137	92	238	-185 
114.153	94	252	-131 
114.168	95	263	-81 
114.184	97	272	-50 
114.199	98	279	-27 
114.215	97	282	-11 
114.262	98	285	-1 
114.293	99	287	5 
114.293	96	289	5 
114.309	91	292	2 
114.324	87	293	0 
114.340	85	294	0 
114.356	81	292	-12 
114.371	78	291	-24 
114.403	76	290	-33 
114.418	74	291	-41 
114.449	71	291	-51 
114.512	69	290	-59 
114.528	61	291	-70 
114.528	55	290	-77 
114.528	49	288	-87 
114.543	42	289	-98 
114.559	36	285	-112 
114.575	30	280	-125 
114.590	30	270	-152 
114.606	31	260	-175 
114.653	32	251	-195 
114.668	34	242	-213 
114.684	33	234	-226 
114.699	32	225	-238 
114.715	30	216	-250 
114.731	30	207	-262 
114.762	30	198	-275 
114.778	30	186	-284 
114.793	25	174	-296 
114.809	19	163	-305 
114.871	13	153	-310 
114.887	6	141	-316 
114.887	-1	133	-319 
114.903	-8	124	-323 
114.918	-16	112	-327 
114.934	-25	101	-330 
114.965	-33	89	-333 
114.981	-42	81	-336 
114.996	-49	71	-339 
115.012	-58	64	-340 
115.043	-64	58	-340 
115.090	-71	51	-339 
115.106	-77	47	-336 
115.106	-83	43	-333 
115.117	-87	43	-328 
115.134	-95	42	-319 
115.150	-106	40	-307 
115.165	-121	41	-286 
115.196	-139	42	-264 
115.212	-159	42	-242 
115.228	-178	43	-222 
115.243	-193	39	-198 
115.290	-206	38	-180 
115.306	-216	36	-163 
115.321	-221	32	-147 
115.337	-229	30	-130 
115.368	-234	30	-117 
115.384	-236	31	-104 
115.400	-240	34	-92 
115.415	-241	35	-72 
115.431	-243	37	-55 
115.462	-244	39	-34 
115.509	-246	42	-15 
115.525	-246	41	11 
115.525	-244	42	33 
115.540	-241	44	53 
115.556	-236	46	70 
115.587	-228	54	86 
115.603	-219	65	102 
115.618	-215	72	115 
115.681	-209	82	123 
115.696	-204	96	125 
115.696	-200	111	123 
115.696	-196	121	119 
115.712	-192	130	117 
115.728	-190	134	119 
115.743	-186	138	122 
115.775	-184	140	124 
115.790	-183	139	126 
115.821	-180	141	135 
115.837	-179	141	140 
115.853	-177	141	142 
115.900	-172	140	148 
115.915	-167	148	148 
115.915	-153	181	102 
115.931	-130	202	17 
115.946	-118	207	-56 
115.962	-108	199	-119 
115.993	-100	184	-168 
116.009	-94	179	-198 
116.040	-82	180	-219 
116.056	-73	178	-232 
116.071	-68	172	-242 
116.123	-65	164	-249 
116.143	-64	155	-250 
116.143	-64	151	-252 
116.159	-62	151	-253 
116.174	-63	152	-254 
116.193	-65	156	-254 
116.214	-65	163	-252 
116.229	-63	171	-252 
116.292	-62	175	-251 
116.307	-63	180	-251 
116.307	-62	181	-249 
116.323	-63	183	-247 
116.339	-63	186	-244 
116.354	-67	187	-239 
116.370	-71	192	-239 
116.401	-69	191	-237 
116.417	-66	190	-236 
116.432	-62	189	-233 
116.448	-56	190	-229 
116.463	-50	195	-227 
116.510	-44	198	-226 
116.542	-41	203	-222 
116.542	-41	209	-209 
116.557	-42	216	-201 
116.573	-42	222	-195 
116.588	-47	227	-185 
116.620	-52	237	-175 
116.635	-54	247	-160 
116.651	-54	257	-142 
116.682	-54	265	-124 
116.745	-58	268	-104 
116.760	-64	268	-86 
116.760	-67	269	-63 
116.760	-69	269	-33 
116.776	-68	263	6 
116.792	-68	256	42 
116.807	-70	244	74 
116.823	-74	229	100 
116.854	-74	214	121 
116.901	-75	203	139 
116.917	-75	189	159 
116.917	-75	174	177 
116.932	-74	155	192 
116.948	-70	139	202 
116.979	-66	124	213 
116.995	-63	107	225 
117.010	-63	88	234 
117.026	-62	70	238 
117.057	-59	50	239 
117.073	-55	29	241 
117.104	-49	8	241 
117.120	-41	-12	243 
117.130	-29	-32	245 
117.150	-17	-47	245 
117.166	-1	-64	243 
117.182	17	-79	240 
117.213	34	-93	234 
117.229	52	-106	226 
117.244	74	-117	214 
117.260	97	-124	202 
117.275	118	-131	187 
117.307	137	-136	166 
117.338	155	-138	146 
117.354	171	-139	120 
117.369	186	-136	97 
117.400	201	-131	68 
117.432	214	-123	44 
117.432	224	-114	14 
117.447	230	-103	-17 
117.463	236	-90	-65 
117.494	241	-80	-109 
117.525	241	-69	-155 
117.557	239	-58	-196 
117.557	229	-48	-237 
117.572	224	-40	-266 
117.588	218	-30	-288 
117.604	211	-21	-303 
117.635	204	-12	-316 
117.650	196	-4	-327 
117.729	185	0	-338 
117.744	173	3	-344 
117.744	160	6	-353 
117.744	149	7	-359 
117.760	134	9	-362 
117.775	119	11	-363 
117.791	105	11	-367 
117.807	94	11	-366 
117.838	75	11	-365 
117.854	45	8	-362 
117.869	15	9	-357 
117.885	-14	9	-352 
117.900	-42	18	-342 
117.947	-66	27	-333 
117.963	-87	37	-320 
117.979	-103	48	-306 
117.994	-119	56	-297 
118.010	-134	62	-289 
118.025	-145	65	-282 
118.041	-157	66	-275 
118.057	-171	70	-281 
118.088	-190	71	-289 
118.104	-211	71	-296 
118.129	-229	77	-294 
118.149	-241	90	-283 
118.165	-244	104	-266 
118.196	-246	118	-249 
118.212	-246	133	-233 
118.227	-241	148	-216 
118.243	-237	157	-200 
118.258	-233	165	-184 
118.290	-228	172	-167 
118.305	-219	181	-151 
118.321	-209	192	-133 
118.337	-199	201	-117 
118.352	-192	208	-100 
118.384	-185	214	-84 
118.399	-176	221	-67 
118.415	-168	224	-50 
118.446	-164	226	-29 
118.462	-157	223	-4 
118.493	-151	221	23 
118.508	-146	219	46 
118.524	-143	212	66 
118.540	-144	208	80 
118.571	-141	206	96 
118.587	-126	211	112 
118.602	-109	212	125 
118.633	-96	209	139 
118.649	-89	207	150 
118.665	-84	200	161 
118.712	-82	197	167 
118.743	-78	189	171 
118.743	-75	179	175 
118.759	-73	168	179 
118.774	-70	157	183 
118.790	-66	146	191 
118.805	-64	138	199 
118.821	-62	130	207 
118.852	-61	120	216 
118.868	-62	112	225 
118.884	-63	106	233 
118.915	-62	97	237 
118.946	-61	87	238 
118.946	-56	79	244 
118.962	-51	70	246 
118.977	-40	61	250 
118.993	-22	54	255 
119.024	2	46	256 
119.040	30	35	254 
119.071	61	26	249 
119.087	89	19	238 
119.102	112	13	222 
119.143	129	5	207 
119.175	148	-2	185 
119.175	163	-10	163 
119.190	179	-18	148 
119.206	192	-25	130 
119.221	204	-33	109 
